abbreviation,region name,6-F-DET1 count,6-F-DET2 count,6-F-DET3 count,6-F-DET4 count,6-F-DET5 count,6-F-DET6 count,6-F-DET7 count,6-F-DET8 count,A-SSRI1 count,A-SSRI2 count,A-SSRI3 count,A-SSRI4 count,A-SSRI5 count,A-SSRI6 count,A-SSRI7 count,A-SSRI8 count,C-SSRI1 count,C-SSRI2 count,C-SSRI3 count,C-SSRI4 count,C-SSRI5 count,C-SSRI6 count,C-SSRI7 count,C-SSRI8 count,DMT1 count,DMT2 count,DMT3 count,DMT4 count,DMT5 count,DMT6 count,DMT7 count,DMT8 count,KET1 count,KET2 count,KET3 count,KET4 count,KET5 count,KET6 count,KET7 count,KET8 count,MDMA1 count,MDMA2 count,MDMA3 count,MDMA4 count,MDMA5 count,MDMA6 count,MDMA7 count,MDMA8 count,PSI1 count,PSI2 count,PSI3 count,PSI4 count,PSI5 count,PSI6 count,PSI7 count,PSI8 count,SAL1 count,SAL2 count,SAL3 count,SAL4 count,SAL5 count,SAL6 count,SAL7 count,SAL8 count
IAD,Interanterodorsal nucleus of the thalamus,552.0,2159.0,588.0,229.0,1558.0,584.0,150.0,1339.0,653.0,1045.0,2094.0,1190.0,1402.0,1052.0,763.0,574.0,602.0,585.0,1267.0,719.0,583.0,883.0,1345.0,1017.0,1059.0,1706.0,3681.0,1202.0,1500.0,1056.0,2299.0,1447.0,831.0,1830.0,2957.0,3283.0,2647.0,2558.0,2378.0,3572.0,3205.0,3352.0,2624.0,2794.0,3305.0,3050.0,3077.0,2709.0,446.0,563.0,329.0,1431.0,968.0,556.0,1209.0,307.0,1741.0,1170.0,636.0,177.0,744.0,657.0,647.0,1998.0
VAL,Ventral anterior-lateral complex of the thalamus,352.0,11743.0,477.0,445.0,2665.0,699.0,512.0,842.0,282.0,433.0,1461.0,528.0,1539.0,3631.0,394.0,621.0,152.0,125.0,600.0,299.0,312.0,532.0,810.0,1349.0,452.0,607.0,3872.0,784.0,741.0,807.0,3108.0,1267.0,223.0,252.0,504.0,499.0,3100.0,4913.0,1469.0,2829.0,10048.0,7171.0,4266.0,8742.0,8492.0,7323.0,9917.0,7075.0,438.0,1151.0,251.0,1517.0,166.0,238.0,293.0,174.0,511.0,2409.0,857.0,122.0,601.0,140.0,180.0,532.0
VM,Ventral medial nucleus of the thalamus,489.0,14922.0,2221.0,2079.0,3982.0,3437.0,1425.0,1842.0,395.0,1764.0,2847.0,1877.0,3377.0,3983.0,1690.0,1018.0,474.0,917.0,1801.0,1040.0,1338.0,1472.0,2306.0,2029.0,2294.0,1778.0,6722.0,1978.0,1934.0,843.0,5861.0,1436.0,875.0,1216.0,1439.0,4070.0,5081.0,7866.0,2642.0,5604.0,9655.0,8667.0,6063.0,9639.0,7601.0,7011.0,10277.0,7022.0,1301.0,2660.0,855.0,4848.0,686.0,1281.0,1026.0,772.0,2233.0,2121.0,2053.0,54.0,1207.0,865.0,579.0,2726.0
VPL,Ventral posterolateral nucleus of the thalamus,71.0,11291.0,320.0,461.0,1835.0,518.0,615.0,995.0,215.0,560.0,1547.0,1003.0,1057.0,1095.0,711.0,427.0,182.0,332.0,655.0,439.0,579.0,483.0,558.0,767.0,696.0,1015.0,1234.0,274.0,358.0,552.0,1715.0,289.0,435.0,178.0,242.0,386.0,1435.0,3317.0,886.0,1216.0,4316.0,2862.0,1182.0,3477.0,3691.0,2929.0,3632.0,3851.0,639.0,151.0,261.0,974.0,180.0,160.0,207.0,100.0,666.0,368.0,302.0,127.0,473.0,106.0,56.0,433.0
VPLpc,Ventral posterolateral nucleus of the thalamus parvicellular part,19.0,1298.0,89.0,116.0,481.0,196.0,152.0,233.0,71.0,203.0,204.0,104.0,307.0,512.0,122.0,198.0,54.0,73.0,66.0,53.0,119.0,111.0,123.0,87.0,286.0,544.0,137.0,144.0,254.0,12.0,280.0,69.0,40.0,20.0,35.0,25.0,258.0,384.0,80.0,96.0,315.0,370.0,264.0,599.0,353.0,227.0,340.0,385.0,78.0,316.0,161.0,275.0,6.0,3.0,3.0,17.0,130.0,172.0,133.0,27.0,28.0,6.0,22.0,50.0
VPM,Ventral posteromedial nucleus of the thalamus,141.0,22255.0,364.0,1106.0,6375.0,533.0,1283.0,3213.0,633.0,297.0,2225.0,281.0,3450.0,4292.0,710.0,1502.0,83.0,152.0,602.0,284.0,262.0,905.0,598.0,1948.0,922.0,1541.0,1891.0,148.0,387.0,597.0,2357.0,526.0,539.0,509.0,1048.0,153.0,334.0,12883.0,195.0,358.0,4675.0,2305.0,947.0,5828.0,3523.0,2570.0,3262.0,4076.0,607.0,959.0,719.0,330.0,235.0,102.0,277.0,487.0,2582.0,2578.0,1566.0,256.0,843.0,22.0,243.0,386.0
PoT,Posterior triangular thalamic nucleus,315.0,3303.0,683.0,508.0,2156.0,1612.0,522.0,916.0,277.0,2271.0,2058.0,1224.0,1229.0,1152.0,1046.0,925.0,498.0,957.0,1249.0,563.0,1273.0,755.0,1291.0,821.0,3520.0,5344.0,7699.0,2256.0,3600.0,1311.0,4659.0,2098.0,188.0,40.0,223.0,312.0,1537.0,2906.0,1060.0,2462.0,4219.0,4206.0,2498.0,4281.0,3798.0,3780.0,3601.0,5095.0,1664.0,1503.0,881.0,2023.0,249.0,219.0,183.0,293.0,902.0,799.0,578.0,410.0,143.0,78.0,90.0,289.0
SPFm,Subparafascicular nucleus magnocellular part,502.0,1285.0,743.0,309.0,1179.0,865.0,470.0,529.0,307.0,1103.0,1350.0,1177.0,581.0,461.0,838.0,420.0,879.0,983.0,607.0,572.0,806.0,1006.0,1148.0,914.0,1446.0,773.0,2606.0,831.0,807.0,688.0,1811.0,865.0,4267.0,1914.0,2017.0,5568.0,706.0,1571.0,1464.0,2522.0,1124.0,1445.0,1094.0,1071.0,1083.0,983.0,1092.0,1239.0,779.0,665.0,685.0,1061.0,2470.0,2022.0,1931.0,877.0,1327.0,1374.0,496.0,47.0,2474.0,1049.0,750.0,3339.0
SPFp,Subparafascicular nucleus parvicellular part,353.0,1789.0,451.0,355.0,1355.0,262.0,351.0,658.0,436.0,1124.0,1788.0,1193.0,300.0,672.0,861.0,565.0,721.0,872.0,812.0,517.0,1090.0,924.0,1231.0,1009.0,2054.0,2054.0,4111.0,356.0,1928.0,656.0,2227.0,1603.0,1745.0,287.0,623.0,1696.0,1282.0,1996.0,1591.0,2358.0,1736.0,1873.0,1300.0,1688.0,1396.0,1437.0,1897.0,2219.0,918.0,648.0,916.0,1088.0,811.0,907.0,586.0,479.0,1141.0,788.0,838.0,89.0,1279.0,747.0,376.0,1798.0
SPA,Subparafascicular area,1071.0,2494.0,720.0,345.0,1782.0,1190.0,499.0,1069.0,470.0,1778.0,2265.0,1091.0,768.0,1084.0,1369.0,235.0,715.0,1098.0,827.0,451.0,966.0,1014.0,1210.0,958.0,2106.0,1288.0,2716.0,900.0,1538.0,1184.0,2227.0,1373.0,3254.0,1587.0,1849.0,4193.0,1381.0,2477.0,1933.0,2919.0,1769.0,1730.0,1233.0,1095.0,1329.0,1322.0,1301.0,1356.0,1118.0,857.0,571.0,1628.0,1455.0,849.0,1051.0,420.0,1187.0,1216.0,806.0,57.0,1752.0,1774.0,554.0,2405.0
VPMpc,Ventral posteromedial nucleus of the thalamus parvicellular part,697.0,3660.0,185.0,1208.0,823.0,1448.0,819.0,592.0,173.0,1356.0,1208.0,722.0,473.0,861.0,957.0,376.0,539.0,838.0,993.0,508.0,834.0,1039.0,1290.0,593.0,1515.0,1365.0,1498.0,1189.0,1522.0,290.0,684.0,177.0,247.0,148.0,143.0,1127.0,1871.0,1571.0,851.0,1634.0,1834.0,1867.0,1637.0,2276.0,1985.0,1335.0,2020.0,1850.0,640.0,579.0,662.0,1545.0,382.0,177.0,407.0,235.0,1448.0,334.0,784.0,20.0,426.0,205.0,165.0,1195.0
MG,Medial geniculate complex,899.0,7529.0,934.0,873.0,4047.0,1846.0,1088.0,1680.0,1075.0,2582.0,4057.0,2380.0,3100.0,1725.0,1060.0,934.0,428.0,1183.0,2497.0,683.0,1719.0,847.0,1380.0,1340.0,2972.0,5808.0,6086.0,2614.0,2122.0,1021.0,5233.0,2579.0,890.0,203.0,534.0,490.0,1776.0,3130.0,1248.0,2350.0,9396.0,8576.0,4738.0,10044.0,6542.0,9148.0,7223.0,10124.0,1263.0,1836.0,323.0,1667.0,927.0,243.0,290.0,387.0,1327.0,1633.0,612.0,645.0,168.0,103.0,162.0,604.0
PP,Peripeduncular nucleus,167.0,651.0,196.0,119.0,117.0,132.0,151.0,154.0,438.0,106.0,498.0,463.0,35.0,628.0,130.0,263.0,113.0,132.0,425.0,168.0,209.0,182.0,332.0,414.0,805.0,848.0,1060.0,261.0,808.0,916.0,1478.0,637.0,405.0,588.0,821.0,742.0,235.0,189.0,245.0,501.0,308.0,557.0,252.0,406.0,163.0,429.0,350.0,541.0,289.0,67.0,132.0,239.0,681.0,238.0,647.0,318.0,489.0,163.0,411.0,87.0,625.0,457.0,109.0,793.0
AM,Anteromedial nucleus,1058.0,7653.0,1287.0,917.0,4550.0,2583.0,517.0,2859.0,685.0,1778.0,4535.0,1969.0,2440.0,3298.0,1558.0,1291.0,315.0,1239.0,2435.0,978.0,1123.0,2021.0,3236.0,2300.0,1676.0,1747.0,6302.0,1660.0,1479.0,1892.0,5102.0,1908.0,386.0,1132.0,1686.0,2373.0,6925.0,6887.0,4372.0,9282.0,9893.0,10159.0,6757.0,8401.0,9245.0,8177.0,8799.0,7154.0,1098.0,1426.0,656.0,2945.0,459.0,1001.0,498.0,409.0,2143.0,2347.0,1863.0,292.0,320.0,473.0,364.0,2197.0
AV,Anteroventral nucleus of thalamus,1057.0,6696.0,585.0,971.0,2078.0,1191.0,193.0,1298.0,621.0,1357.0,3746.0,1867.0,1407.0,1747.0,1609.0,433.0,416.0,629.0,1323.0,1100.0,1353.0,1860.0,3290.0,2362.0,760.0,925.0,1660.0,190.0,694.0,928.0,1831.0,920.0,168.0,272.0,331.0,158.0,2908.0,3640.0,2503.0,2966.0,9393.0,8691.0,4356.0,6334.0,7958.0,7665.0,7341.0,9513.0,657.0,653.0,462.0,1670.0,1389.0,437.0,310.0,172.0,870.0,929.0,1413.0,632.0,171.0,84.0,106.0,828.0
SGN,Suprageniculate nucleus,575.0,2233.0,397.0,296.0,1455.0,779.0,659.0,650.0,272.0,1422.0,1822.0,1449.0,1780.0,910.0,414.0,424.0,364.0,771.0,1631.0,592.0,837.0,478.0,644.0,626.0,2074.0,3580.0,3664.0,740.0,1722.0,1102.0,1952.0,1427.0,109.0,84.0,109.0,173.0,1169.0,1327.0,810.0,2697.0,4643.0,4139.0,2450.0,4264.0,3504.0,3859.0,2849.0,4456.0,641.0,542.0,208.0,700.0,138.0,66.0,28.0,41.0,582.0,784.0,364.0,198.0,47.0,6.0,16.0,137.0
AD,Anterodorsal nucleus,132.0,2654.0,187.0,520.0,415.0,442.0,302.0,335.0,426.0,617.0,873.0,540.0,243.0,214.0,659.0,300.0,127.0,146.0,676.0,244.0,274.0,293.0,459.0,419.0,493.0,572.0,582.0,81.0,302.0,230.0,441.0,394.0,168.0,242.0,5.0,252.0,698.0,885.0,608.0,954.0,748.0,1204.0,445.0,932.0,878.0,952.0,458.0,1108.0,187.0,24.0,364.0,375.0,550.0,124.0,147.0,64.0,212.0,27.0,540.0,59.0,128.0,28.0,19.0,180.0
PO,Posterior complex of the thalamus,121.0,19557.0,238.0,657.0,4166.0,278.0,785.0,3082.0,371.0,381.0,1001.0,181.0,1724.0,3399.0,388.0,1101.0,78.0,80.0,497.0,265.0,314.0,1606.0,948.0,1848.0,1495.0,1122.0,1266.0,274.0,330.0,282.0,1625.0,409.0,435.0,109.0,524.0,143.0,1055.0,7349.0,232.0,871.0,12611.0,6489.0,2399.0,9434.0,7368.0,7032.0,7311.0,13923.0,594.0,838.0,495.0,406.0,257.0,158.0,335.0,362.0,1195.0,1418.0,634.0,186.0,893.0,25.0,277.0,383.0
LP,Lateral posterior nucleus of the thalamus,893.0,15346.0,431.0,1140.0,3075.0,1472.0,2286.0,1608.0,1439.0,3461.0,5030.0,2170.0,2559.0,3530.0,1270.0,584.0,1170.0,1259.0,3580.0,1797.0,1354.0,3427.0,2856.0,2296.0,4275.0,6081.0,5563.0,1027.0,2327.0,1943.0,2691.0,1165.0,420.0,786.0,539.0,1701.0,5998.0,7139.0,3454.0,8423.0,21762.0,18356.0,7972.0,19157.0,20698.0,20325.0,13458.0,23601.0,1232.0,500.0,863.0,2260.0,1350.0,268.0,393.0,268.0,1517.0,1309.0,1180.0,263.0,625.0,96.0,489.0,507.0
LGd,Dorsal part of the lateral geniculate complex,1123.0,7494.0,1329.0,1178.0,3616.0,844.0,359.0,1337.0,844.0,1651.0,4059.0,1292.0,1306.0,1036.0,1548.0,792.0,268.0,1017.0,4862.0,1741.0,1245.0,2317.0,1408.0,1439.0,2347.0,1008.0,2834.0,884.0,256.0,1565.0,2723.0,1275.0,2289.0,920.0,1370.0,3392.0,1126.0,5254.0,1376.0,2551.0,12156.0,9776.0,3565.0,12643.0,13885.0,12364.0,9239.0,15270.0,1148.0,1909.0,494.0,1319.0,2136.0,1483.0,354.0,1380.0,1012.0,1960.0,595.0,1133.0,1895.0,333.0,358.0,1976.0
POL,Posterior limiting nucleus of the thalamus,636.0,2050.0,898.0,531.0,1914.0,1651.0,535.0,1054.0,773.0,2154.0,2443.0,1666.0,1041.0,1150.0,961.0,877.0,598.0,1231.0,1688.0,767.0,1358.0,1161.0,1390.0,1133.0,3416.0,3027.0,4996.0,1020.0,2323.0,1505.0,3702.0,2006.0,302.0,242.0,445.0,757.0,1261.0,2476.0,1639.0,3425.0,4234.0,4698.0,2990.0,3727.0,4535.0,4148.0,3393.0,4055.0,1490.0,1387.0,836.0,1473.0,539.0,202.0,199.0,321.0,1206.0,1141.0,658.0,322.0,165.0,93.0,96.0,280.0
VMH,Ventromedial hypothalamic nucleus,2012.0,2769.0,3848.0,5156.0,12181.0,3583.0,3725.0,2885.0,2005.0,5047.0,5730.0,4453.0,5431.0,2619.0,2588.0,2424.0,1278.0,2493.0,1838.0,2481.0,2271.0,2118.0,2069.0,1017.0,6627.0,6568.0,18845.0,6807.0,5973.0,8004.0,9152.0,2355.0,2739.0,5805.0,5128.0,11165.0,8398.0,6385.0,3683.0,9045.0,5590.0,8788.0,5955.0,3487.0,6533.0,5172.0,6148.0,4992.0,3494.0,1816.0,2280.0,4442.0,5032.0,5046.0,5699.0,3560.0,6451.0,1333.0,3067.0,945.0,4835.0,5318.0,3784.0,9829.0
MM,Medial mammillary nucleus,390.0,4180.0,1622.0,660.0,1001.0,2534.0,1083.0,672.0,1239.0,709.0,788.0,860.0,661.0,2821.0,426.0,845.0,234.0,484.0,493.0,392.0,715.0,373.0,282.0,210.0,1567.0,1174.0,3183.0,246.0,688.0,1994.0,807.0,630.0,218.0,529.0,302.0,331.0,330.0,952.0,550.0,1625.0,1746.0,3094.0,2709.0,1358.0,1536.0,1288.0,1808.0,2638.0,286.0,114.0,728.0,695.0,379.0,387.0,260.0,310.0,836.0,107.0,712.0,617.0,277.0,243.0,177.0,1117.0
SUM,Supramammillary nucleus,279.0,2330.0,1107.0,1049.0,2981.0,1136.0,2058.0,1492.0,722.0,1674.0,2005.0,1727.0,1224.0,2623.0,1394.0,1228.0,740.0,1331.0,1331.0,1180.0,1133.0,1582.0,825.0,925.0,2706.0,1523.0,5692.0,505.0,1418.0,1591.0,2421.0,1164.0,1869.0,4861.0,1745.0,3956.0,1187.0,993.0,1383.0,4979.0,1709.0,2996.0,2817.0,1926.0,1813.0,1446.0,1678.0,1841.0,903.0,467.0,1025.0,916.0,1541.0,1790.0,1762.0,642.0,2729.0,374.0,1027.0,521.0,2355.0,1080.0,1105.0,3933.0
TMd,Tuberomammillary nucleus dorsal part,121.0,243.0,324.0,283.0,382.0,341.0,290.0,177.0,215.0,356.0,465.0,314.0,257.0,440.0,230.0,155.0,130.0,322.0,382.0,168.0,199.0,285.0,266.0,94.0,459.0,589.0,766.0,148.0,314.0,164.0,645.0,117.0,208.0,129.0,257.0,396.0,293.0,273.0,225.0,563.0,283.0,539.0,344.0,219.0,243.0,98.0,345.0,187.0,124.0,88.0,292.0,251.0,133.0,194.0,160.0,224.0,216.0,47.0,175.0,44.0,177.0,196.0,149.0,233.0
TMv,Tuberomammillary nucleus ventral part,316.0,322.0,525.0,568.0,1432.0,560.0,815.0,457.0,379.0,183.0,199.0,224.0,165.0,823.0,181.0,959.0,217.0,286.0,72.0,136.0,140.0,21.0,45.0,2.0,230.0,353.0,917.0,250.0,189.0,682.0,487.0,673.0,1454.0,1429.0,638.0,702.0,322.0,328.0,185.0,948.0,361.0,614.0,481.0,525.0,111.0,476.0,283.0,592.0,8.0,164.0,171.0,348.0,728.0,578.0,470.0,689.0,636.0,268.0,622.0,505.0,1129.0,685.0,457.0,445.0
MPN,Medial preoptic nucleus,679.0,2903.0,2464.0,6358.0,8351.0,3027.0,3768.0,5399.0,2135.0,4518.0,4330.0,4266.0,3677.0,2380.0,3636.0,2751.0,1128.0,2616.0,2383.0,2165.0,3115.0,3541.0,5116.0,2796.0,4544.0,4436.0,8935.0,4776.0,6196.0,7574.0,7170.0,3955.0,5330.0,6364.0,2927.0,8886.0,3604.0,4844.0,3982.0,7521.0,5390.0,6034.0,4330.0,5360.0,6165.0,4950.0,5211.0,5604.0,1548.0,2956.0,2730.0,6120.0,3328.0,5242.0,4307.0,2268.0,4654.0,1427.0,3532.0,762.0,6578.0,6161.0,2368.0,9475.0
PMd,Dorsal premammillary nucleus,91.0,967.0,753.0,1254.0,1808.0,1974.0,1261.0,542.0,381.0,1307.0,2212.0,1509.0,1867.0,949.0,768.0,940.0,539.0,1302.0,1064.0,1104.0,618.0,766.0,963.0,451.0,1343.0,1003.0,2829.0,284.0,975.0,813.0,1384.0,487.0,944.0,2403.0,1177.0,1993.0,995.0,1762.0,1303.0,2880.0,536.0,1503.0,1130.0,453.0,656.0,383.0,540.0,649.0,541.0,663.0,730.0,1275.0,1209.0,1054.0,658.0,714.0,837.0,97.0,835.0,325.0,1618.0,380.0,853.0,1425.0
PMv,Ventral premammillary nucleus,876.0,863.0,2173.0,2545.0,6940.0,2348.0,2424.0,1537.0,1304.0,1318.0,1540.0,1118.0,2036.0,2693.0,1113.0,2606.0,789.0,2103.0,629.0,842.0,811.0,737.0,983.0,135.0,2032.0,2274.0,5894.0,1395.0,2607.0,2126.0,2798.0,1432.0,3451.0,4366.0,1755.0,3906.0,2370.0,1472.0,902.0,5308.0,1488.0,2202.0,2163.0,2126.0,2182.0,2345.0,2174.0,2025.0,425.0,989.0,1247.0,2343.0,2119.0,1983.0,2252.0,2216.0,2103.0,614.0,2496.0,1572.0,3513.0,2315.0,1291.0,3146.0
PVHd,Paraventricular hypothalamic nucleus descending division,533.0,1127.0,1566.0,990.0,2520.0,1395.0,808.0,1329.0,218.0,1217.0,1840.0,1681.0,2292.0,615.0,1058.0,909.0,460.0,955.0,1164.0,1010.0,913.0,1109.0,1654.0,1018.0,1526.0,1104.0,3508.0,1413.0,1552.0,972.0,2820.0,934.0,2631.0,2487.0,999.0,4297.0,1523.0,1807.0,1538.0,2536.0,1699.0,1929.0,1740.0,1509.0,1872.0,1290.0,1703.0,1379.0,807.0,1174.0,536.0,1677.0,1989.0,1912.0,2860.0,1599.0,2213.0,631.0,1142.0,102.0,1876.0,1481.0,579.0,4593.0
PH,Posterior hypothalamic nucleus,2590.0,7201.0,5375.0,5990.0,12413.0,8533.0,5327.0,6433.0,2823.0,8302.0,10145.0,7946.0,12013.0,7028.0,5180.0,4794.0,3562.0,5798.0,4944.0,5263.0,4564.0,7313.0,7928.0,4830.0,9912.0,5625.0,18303.0,7028.0,6628.0,6217.0,12066.0,4497.0,16041.0,18592.0,13603.0,24491.0,8844.0,11693.0,9616.0,18227.0,8453.0,10239.0,9382.0,7457.0,8474.0,7729.0,7617.0,7893.0,5435.0,5299.0,4659.0,8761.0,11118.0,10733.0,11372.0,7181.0,12973.0,5656.0,5691.0,932.0,14360.0,7707.0,6547.0,24435.0
LM,Lateral mammillary nucleus,40.0,407.0,362.0,109.0,43.0,305.0,72.0,236.0,245.0,72.0,29.0,71.0,73.0,716.0,63.0,144.0,37.0,46.0,23.0,22.0,66.0,16.0,21.0,8.0,24.0,87.0,163.0,11.0,88.0,569.0,151.0,144.0,40.0,49.0,54.0,25.0,12.0,132.0,16.0,73.0,137.0,227.0,232.0,156.0,61.0,32.0,109.0,350.0,6.0,46.0,125.0,99.0,86.0,58.0,25.0,50.0,97.0,34.0,108.0,186.0,19.0,12.0,25.0,47.0
LPO,Lateral preoptic area,655.0,3305.0,2071.0,2950.0,6841.0,2622.0,3207.0,5015.0,1703.0,2450.0,2698.0,2839.0,1992.0,1947.0,1584.0,2017.0,556.0,2091.0,1485.0,1557.0,2048.0,1646.0,2264.0,1203.0,2931.0,2842.0,5144.0,4161.0,5120.0,5987.0,4171.0,3387.0,1750.0,2547.0,2205.0,3496.0,2463.0,5215.0,1746.0,3907.0,2332.0,4332.0,3087.0,3058.0,3835.0,1556.0,3698.0,3383.0,1015.0,1272.0,1396.0,3002.0,1718.0,2622.0,2542.0,1372.0,3829.0,940.0,1987.0,245.0,2337.0,2060.0,1198.0,8056.0
PST,Preparasubthalamic nucleus,27.0,84.0,89.0,96.0,250.0,101.0,86.0,108.0,44.0,95.0,91.0,100.0,112.0,97.0,80.0,82.0,15.0,45.0,53.0,73.0,48.0,73.0,58.0,96.0,137.0,57.0,203.0,96.0,70.0,67.0,159.0,115.0,143.0,138.0,124.0,237.0,108.0,114.0,71.0,155.0,78.0,137.0,100.0,92.0,58.0,57.0,93.0,103.0,62.0,86.0,75.0,145.0,86.0,94.0,47.0,22.0,159.0,22.0,110.0,15.0,246.0,296.0,40.0,243.0
PSTN,Parasubthalamic nucleus,1476.0,1514.0,2037.0,2761.0,4890.0,2574.0,2306.0,3028.0,714.0,1850.0,2052.0,1867.0,1993.0,1832.0,1677.0,1856.0,649.0,1553.0,879.0,1490.0,1225.0,1539.0,1343.0,1812.0,3000.0,2101.0,3850.0,1417.0,2357.0,773.0,2620.0,2136.0,3842.0,4396.0,5078.0,7041.0,2435.0,3401.0,2068.0,4448.0,1866.0,2692.0,1824.0,1893.0,1924.0,1503.0,2126.0,2563.0,1555.0,1847.0,1700.0,2945.0,3289.0,3452.0,3107.0,1508.0,1809.0,1144.0,1321.0,383.0,4891.0,5890.0,1587.0,5050.0
PeF,Perifornical nucleus,297.0,961.0,1257.0,2078.0,4339.0,1614.0,1549.0,1550.0,559.0,1868.0,2656.0,2245.0,1647.0,673.0,1637.0,1202.0,424.0,1092.0,1397.0,1352.0,1142.0,1484.0,1871.0,1111.0,1896.0,888.0,4195.0,1804.0,2240.0,1947.0,3366.0,1151.0,3071.0,3209.0,1340.0,3170.0,2282.0,2898.0,1344.0,3549.0,2459.0,3295.0,2155.0,1837.0,1872.0,1585.0,2350.0,1912.0,863.0,889.0,934.0,2178.0,1281.0,1740.0,3051.0,567.0,3106.0,797.0,1281.0,102.0,2704.0,1966.0,1185.0,5097.0
RCH,Retrochiasmatic area,464.0,335.0,208.0,1218.0,857.0,664.0,731.0,897.0,269.0,873.0,435.0,498.0,238.0,484.0,307.0,445.0,249.0,251.0,221.0,631.0,464.0,306.0,75.0,180.0,355.0,1367.0,1524.0,454.0,917.0,1800.0,94.0,563.0,1202.0,1172.0,1632.0,2927.0,673.0,795.0,743.0,732.0,447.0,507.0,415.0,374.0,577.0,532.0,1376.0,585.0,63.0,7.0,261.0,192.0,459.0,2393.0,324.0,658.0,1416.0,191.0,653.0,246.0,591.0,1220.0,1733.0,3628.0
STN,Subthalamic nucleus,87.0,1514.0,420.0,363.0,245.0,676.0,454.0,236.0,268.0,151.0,319.0,288.0,1746.0,580.0,329.0,278.0,55.0,75.0,132.0,202.0,137.0,373.0,198.0,81.0,437.0,71.0,1498.0,223.0,96.0,351.0,796.0,545.0,183.0,59.0,104.0,307.0,864.0,1801.0,281.0,497.0,578.0,1170.0,245.0,490.0,232.0,207.0,770.0,805.0,114.0,390.0,415.0,449.0,50.0,169.0,69.0,22.0,575.0,342.0,680.0,140.0,131.0,193.0,25.0,345.0
TU,Tuberal nucleus,1961.0,1366.0,2827.0,4299.0,8326.0,2667.0,3290.0,2300.0,1591.0,2289.0,2047.0,2246.0,2254.0,2436.0,1134.0,2517.0,991.0,1983.0,708.0,2544.0,1496.0,813.0,782.0,330.0,1915.0,4293.0,7326.0,2910.0,2835.0,4592.0,2408.0,1927.0,5528.0,4361.0,4747.0,7417.0,5117.0,2871.0,2859.0,6367.0,1745.0,3216.0,4210.0,2688.0,2933.0,4393.0,4543.0,4263.0,345.0,1142.0,1186.0,3196.0,4927.0,4614.0,3416.0,2362.0,4326.0,1396.0,2684.0,1281.0,5174.0,5591.0,6771.0,5878.0
ZI,Zona incerta,1467.0,19473.0,5094.0,3622.0,9164.0,7732.0,2822.0,6351.0,1520.0,5572.0,13410.0,8690.0,7404.0,4988.0,6337.0,2672.0,1965.0,4371.0,5788.0,4152.0,5220.0,6236.0,7231.0,6203.0,9344.0,8228.0,18233.0,4391.0,6706.0,4378.0,12259.0,6036.0,8782.0,5113.0,4346.0,12916.0,9584.0,16433.0,7997.0,13144.0,11442.0,14460.0,8648.0,11261.0,8925.0,8660.0,13941.0,11571.0,4733.0,4409.0,3412.0,11216.0,4080.0,6509.0,5447.0,2119.0,8462.0,4285.0,6052.0,528.0,5143.0,4362.0,1758.0,15019.0
ME,Median eminence,101.0,184.0,5.0,15.0,32.0,0.0,36.0,192.0,26.0,11.0,1.0,19.0,16.0,413.0,1.0,390.0,15.0,19.0,0.0,271.0,3.0,0.0,3.0,4.0,4.0,14.0,207.0,23.0,1.0,96.0,2.0,41.0,0.0,5.0,420.0,208.0,202.0,10.0,3.0,20.0,1.0,5.0,24.0,16.0,15.0,21.0,119.0,103.0,0.0,0.0,31.0,0.0,25.0,19.0,111.0,254.0,247.0,10.0,38.0,64.0,96.0,81.0,103.0,6.0
LHA,Lateral hypothalamic area,3310.0,11598.0,9925.0,13368.0,28460.0,13849.0,11667.0,13102.0,4304.0,9382.0,12728.0,12711.0,13892.0,9305.0,8921.0,9247.0,3826.0,7970.0,7666.0,8135.0,6589.0,8437.0,9232.0,6978.0,12804.0,7455.0,30721.0,10668.0,14001.0,12243.0,19559.0,9895.0,19210.0,18513.0,15304.0,25624.0,11535.0,18508.0,8294.0,22111.0,12507.0,18074.0,13111.0,11703.0,10990.0,8400.0,12819.0,14066.0,4035.0,6826.0,6978.0,13851.0,9488.0,14069.0,13740.0,6127.0,17230.0,5923.0,10461.0,1454.0,16967.0,15243.0,7514.0,27014.0
AHN,Anterior hypothalamic nucleus,1068.0,3797.0,5065.0,5803.0,14214.0,4842.0,5310.0,7813.0,2618.0,6879.0,8270.0,5848.0,7736.0,3256.0,5048.0,4847.0,1843.0,5087.0,5146.0,4121.0,4975.0,6337.0,7403.0,4343.0,7180.0,5411.0,14200.0,7868.0,8017.0,9959.0,10750.0,3634.0,9949.0,14172.0,6033.0,10775.0,6770.0,9021.0,4849.0,10281.0,9618.0,9765.0,6786.0,6330.0,6337.0,5489.0,7827.0,5342.0,3756.0,4275.0,3062.0,8620.0,3773.0,7840.0,8813.0,3895.0,11873.0,2215.0,5536.0,996.0,8964.0,7595.0,6484.0,22546.0
